Data,preco,Mes,ano
26/11/2020,46,32,11,2020
25/11/2020,47,3,11,2020
24/11/2020,46,63,11,2020
23/11/2020,45,11,2020
20/11/2020,43,79,11,2020
19/11/2020,43,09,11,2020
18/11/2020,42,91,11,2020
17/11/2020,42,54,11,2020
16/11/2020,42,71,11,2020
13/11/2020,41,51,11,2020
12/11/2020,42,16,11,2020
11/11/2020,42,5,11,2020
10/11/2020,42,25,11,2020
09/11/2020,40,93,11,2020
06/11/2020,38,08,11,2020
05/11/2020,39,47,11,2020
04/11/2020,39,68,11,2020
03/11/2020,38,17,11,2020
02/11/2020,37,78,11,2020
30/10/2020,36,33,10,2020
29/10/2020,36,56,10,2020
28/10/2020,37,86,10,2020
27/10/2020,39,72,10,2020
26/10/2020,39,06,10,2020
23/10/2020,40,71,10,2020
22/10/2020,41,28,10,2020
21/10/2020,40,09,10,2020
20/10/2020,41,62,10,2020
19/10/2020,41,29,10,2020
16/10/2020,41,34,10,2020
15/10/2020,41,61,10,2020
14/10/2020,41,81,10,2020
13/10/2020,41,34,10,2020
12/10/2020,40,5,10,2020
09/10/2020,41,63,10,2020
08/10/2020,42,10,2020
07/10/2020,40,62,10,2020
06/10/2020,41,27,10,2020
05/10/2020,39,78,10,2020
02/10/2020,38,10,2020
01/10/2020,39,75,10,2020
30/09/2020,40,3,9,2020
29/09/2020,40,33,9,2020
28/09/2020,41,59,9,2020
25/09/2020,40,91,9,2020
24/09/2020,41,24,9,2020
23/09/2020,41,09,9,2020
22/09/2020,40,84,9,2020
21/09/2020,40,37,9,2020
19/09/2020,40,37,9,2020
18/09/2020,42,16,9,2020
17/09/2020,42,35,9,2020
16/09/2020,41,23,9,2020
15/09/2020,39,54,9,2020
14/09/2020,38,57,9,2020
13/09/2020,39,54,9,2020
12/09/2020,38,57,9,2020
11/09/2020,38,8,9,2020
10/09/2020,39,27,9,2020
09/09/2020,39,98,9,2020
08/09/2020,38,53,9,2020
07/09/2020,40,67,9,2020
04/09/2020,41,1,9,2020
03/09/2020,42,72,9,2020
02/09/2020,42,7,9,2020
01/09/2020,45,72,9,2020
28/08/2020,45,22,8,2020
27/08/2020,44,84,8,2020
26/08/2020,45,79,8,2020
25/08/2020,46,01,8,2020
24/08/2020,44,43,8,2020
21/08/2020,43,94,8,2020
20/08/2020,44,56,8,2020
19/08/2020,45,21,8,2020
18/08/2020,45,34,8,2020
17/08/2020,44,91,8,2020
14/08/2020,44,86,8,2020
13/08/2020,44,87,8,2020
12/08/2020,45,09,8,2020
11/08/2020,43,68,8,2020
10/08/2020,44,19,8,2020
07/08/2020,44,07,8,2020
06/08/2020,45,04,8,2020
05/08/2020,44,92,8,2020
04/08/2020,43,99,8,2020
03/08/2020,43,76,8,2020
31/07/2020,43,13,7,2020
30/07/2020,42,98,7,2020
29/07/2020,43,51,7,2020
28/07/2020,43,11,7,2020
27/07/2020,43,39,7,2020
24/07/2020,43,29,7,2020
23/07/2020,42,96,7,2020
22/07/2020,43,98,7,2020
21/07/2020,44,31,7,2020
20/07/2020,43,3,7,2020
17/07/2020,43,53,7,2020
16/07/2020,43,71,7,2020
15/07/2020,43,96,7,2020
14/07/2020,42,97,7,2020
13/07/2020,42,85,7,2020
10/07/2020,43,27,7,2020
09/07/2020,42,35,7,2020
08/07/2020,43,67,7,2020
07/07/2020,43,28,7,2020
06/07/2020,42,73,7,2020
03/07/2020,42,92,7,2020
02/07/2020,43,19,7,2020
01/07/2020,42,18,7,2020
30/06/2020,41,64,6,2020
29/06/2020,41,58,6,2020
26/06/2020,40,97,6,2020
25/06/2020,41,18,6,2020
24/06/2020,40,4,6,2020
23/06/2020,42,72,6,2020
22/06/2020,43,2,6,2020
19/06/2020,42,33,6,2020
18/06/2020,41,75,6,2020
17/06/2020,40,47,6,2020
16/06/2020,40,75,6,2020
15/06/2020,39,44,6,2020
12/06/2020,38,54,6,2020
11/06/2020,37,76,6,2020
10/06/2020,41,18,6,2020
09/06/2020,40,45,6,2020
08/06/2020,39,66,6,2020
05/06/2020,41,6,2020
04/06/2020,38,41,6,2020
03/06/2020,37,98,6,2020
02/06/2020,37,72,6,2020
01/06/2020,36,74,6,2020
29/05/2020,34,15,5,2020
28/05/2020,33,98,5,2020
27/05/2020,32,73,5,2020
26/05/2020,33,95,5,2020
25/05/2020,33,8,5,2020
22/05/2020,33,8,5,2020
21/05/2020,34,78,5,2020
20/05/2020,34,76,5,2020
19/05/2020,33,06,5,2020
18/05/2020,33,3,5,2020
15/05/2020,30,95,5,2020
14/05/2020,29,87,5,2020
13/05/2020,27,89,5,2020
12/05/2020,26,67,5,2020
11/05/2020,25,53,5,2020
07/05/2020,24,23,5,2020
06/05/2020,24,2,5,2020
05/05/2020,25,46,5,2020
04/05/2020,20,4,5,2020
01/05/2020,18,49,5,2020
30/04/2020,18,11,4,2020
29/04/2020,17,86,4,2020
28/04/2020,15,6,4,2020
27/04/2020,15,17,4,2020
24/04/2020,15,87,4,2020
23/04/2020,15,06,4,2020
22/04/2020,13,77,4,2020
21/04/2020,9,12,4,2020
20/04/2020,17,36,4,2020
17/04/2020,19,75,4,2020
16/04/2020,18,69,4,2020
15/04/2020,19,8,4,2020
14/04/2020,21,74,4,2020
13/04/2020,20,23,4,2020
09/04/2020,20,23,4,2020
08/04/2020,25,22,4,2020
07/04/2020,22,1,4,2020
06/04/2020,22,58,4,2020
03/04/2020,24,33,4,2020
02/04/2020,20,24,4,2020
01/04/2020,14,97,4,2020
31/03/2020,14,85,3,2020
30/03/2020,19,19,3,2020
27/03/2020,22,39,3,2020
26/03/2020,23,55,3,2020
25/03/2020,25,62,3,2020
24/03/2020,24,5,3,2020
23/03/2020,21,85,3,2020
20/03/2020,25,55,3,2020
19/03/2020,23,98,3,2020
18/03/2020,22,79,3,2020
17/03/2020,27,97,3,2020
16/03/2020,27,98,3,2020
13/03/2020,33,3,2020
12/03/2020,31,05,3,2020
11/03/2020,34,45,3,2020
10/03/2020,36,66,3,2020
09/03/2020,35,33,3,2020
06/03/2020,45,6,3,2020
05/03/2020,51,29,3,2020
04/03/2020,51,86,3,2020
03/03/2020,52,24,3,2020
02/03/2020,52,52,3,2020
28/02/2020,51,31,2,2020
27/02/2020,52,19,2,2020
26/02/2020,54,96,2,2020
25/02/2020,56,71,2,2020
24/02/2020,56,04,2,2020
21/02/2020,58,6,2,2020
20/02/2020,59,72,2,2020
19/02/2020,59,72,2,2020
18/02/2020,57,35,2,2020
17/02/2020,57,83,2,2020
14/02/2020,57,37,2,2020
13/02/2020,56,34,2,2020
12/02/2020,55,54,2,2020
11/02/2020,54,2,2020
10/02/2020,53,39,2,2020
07/02/2020,54,53,2,2020
06/02/2020,55,18,2,2020
05/02/2020,55,36,2,2020
04/02/2020,53,9,2,2020
03/02/2020,54,2,2020
31/01/2020,57,77,1,2020
30/01/2020,57,72,1,2020
29/01/2020,59,46,1,2020
28/01/2020,59,37,1,2020
27/01/2020,58,54,1,2020
24/01/2020,59,34,1,2020
23/01/2020,61,26,1,2020
22/01/2020,62,11,1,2020
21/01/2020,63,66,1,2020
20/01/2020,64,63,1,2020
17/01/2020,64,05,1,2020
16/01/2020,64,63,1,2020
15/01/2020,63,29,1,2020
14/01/2020,64,45,1,2020
13/01/2020,64,14,1,2020
10/01/2020,66,77,1,2020
09/01/2020,66,58,1,2020
08/01/2020,67,31,1,2020
07/01/2020,68,74,1,2020
06/01/2020,70,25,1,2020
03/01/2020,69,08,1,2020
02/01/2020,67,05,1,2020
31/12/2019,67,77,12,2019
30/12/2019,68,3,12,2019
27/12/2019,68,91,12,2019
26/12/2019,69,26,12,2019
24/12/2019,69,26,12,2019
23/12/2019,67,49,12,2019
20/12/2019,68,66,12,2019
19/12/2019,69,7,12,2019
18/12/2019,69,12,12,2019
16/12/2019,68,04,12,2019
13/12/2019,67,44,12,2019
12/12/2019,66,67,12,2019
11/12/2019,65,37,12,2019
10/12/2019,66,57,12,2019
09/12/2019,66,44,12,2019
06/12/2019,66,5,12,2019
05/12/2019,65,67,12,2019
04/12/2019,65,25,12,2019
03/12/2019,62,95,12,2019
02/12/2019,63,2,12,2019
29/11/2019,64,5,11,2019
28/11/2019,64,68,11,2019
27/11/2019,65,03,11,2019
26/11/2019,64,82,11,2019
25/11/2019,64,67,11,2019
22/11/2019,64,83,11,2019
21/11/2019,64,99,11,2019
20/11/2019,63,8,11,2019
19/11/2019,62,37,11,2019
18/11/2019,62,82,11,2019
15/11/2019,63,32,11,2019
14/11/2019,62,46,11,2019
13/11/2019,62,27,11,2019
12/11/2019,62,19,11,2019
11/11/2019,62,58,11,2019
08/11/2019,62,11,2019
07/11/2019,62,6,11,2019
06/11/2019,62,11,11,2019
05/11/2019,62,72,11,2019
04/11/2019,62,52,11,2019
01/11/2019,60,17,11,2019
31/10/2019,59,3,10,2019
30/10/2019,60,22,10,2019
29/10/2019,61,05,10,2019
28/10/2019,60,39,10,2019
25/10/2019,62,06,10,2019
24/10/2019,61,71,10,2019
23/10/2019,60,52,10,2019
22/10/2019,60,5,10,2019
21/10/2019,58,95,10,2019
18/10/2019,59,96,10,2019
17/10/2019,59,35,10,2019
16/10/2019,59,3,10,2019
15/10/2019,59,19,10,2019
14/10/2019,58,81,10,2019
11/10/2019,60,59,10,2019
10/10/2019,59,08,10,2019
09/10/2019,59,7,10,2019
08/10/2019,58,14,10,2019
07/10/2019,59,46,10,2019
04/10/2019,59,13,10,2019
03/10/2019,58,01,10,2019
02/10/2019,57,92,10,2019
01/10/2019,60,06,10,2019
30/09/2019,60,99,9,2019
27/09/2019,62,48,9,2019
26/09/2019,62,08,9,2019
25/09/2019,62,41,9,2019
24/09/2019,64,13,9,2019
23/09/2019,64,66,9,2019
20/09/2019,65,23,9,2019
19/09/2019,64,25,9,2019
18/09/2019,64,29,9,2019
17/09/2019,65,59,9,2019
16/09/2019,68,42,9,2019
13/09/2019,61,25,9,2019
12/09/2019,60,76,9,2019
11/09/2019,63,02,9,2019
10/09/2019,64,67,9,2019
09/09/2019,63,99,9,2019
06/09/2019,61,28,9,2019
05/09/2019,62,7,9,2019
04/09/2019,60,68,9,2019
03/09/2019,57,93,9,2019
02/09/2019,58,55,9,2019
30/08/2019,61,04,8,2019
29/08/2019,60,59,8,2019
28/08/2019,60,42,8,2019
27/08/2019,58,44,8,2019
26/08/2019,58,64,8,2019
23/08/2019,58,64,8,2019
22/08/2019,59,81,8,2019
21/08/2019,60,6,8,2019
20/08/2019,59,03,8,2019
19/08/2019,59,79,8,2019
16/08/2019,59,8,2019
15/08/2019,57,37,8,2019
14/08/2019,57,86,8,2019
13/08/2019,59,9,8,2019
12/08/2019,57,13,8,2019
09/08/2019,57,37,8,2019
08/08/2019,56,29,8,2019
07/08/2019,55,03,8,2019
06/08/2019,58,63,8,2019
05/08/2019,59,32,8,2019
02/08/2019,61,12,8,2019
01/08/2019,62,9,8,2019
31/07/2019,64,07,7,2019
30/07/2019,62,55,7,2019
29/07/2019,62,29,7,2019
26/07/2019,62,46,7,2019
25/07/2019,63,47,7,2019
24/07/2019,63,83,7,2019
23/07/2019,62,28,7,2019
22/07/2019,61,96,7,2019
19/07/2019,61,04,7,2019
18/07/2019,60,7,7,2019
17/07/2019,63,67,7,2019
16/07/2019,65,87,7,2019
15/07/2019,66,86,7,2019
12/07/2019,66,65,7,2019
11/07/2019,67,64,7,2019
10/07/2019,66,41,7,2019
09/07/2019,64,3,7,2019
08/07/2019,64,89,7,2019
05/07/2019,64,23,7,2019
04/07/2019,63,62,7,2019
03/07/2019,63,53,7,2019
02/07/2019,62,72,7,2019
01/07/2019,65,1,7,2019
28/06/2019,67,52,6,2019
27/06/2019,66,78,6,2019
26/06/2019,66,85,6,2019
25/06/2019,66,24,6,2019
24/06/2019,65,16,6,2019
21/06/2019,65,99,6,2019
20/06/2019,65,44,6,2019
19/06/2019,62,85,6,2019
18/06/2019,63,35,6,2019
17/06/2019,62,56,6,2019
14/06/2019,63,13,6,2019
13/06/2019,63,28,6,2019
12/06/2019,61,66,6,2019
11/06/2019,63,56,6,2019
10/06/2019,64,31,6,2019
07/06/2019,64,1,6,2019
06/06/2019,62,77,6,2019
05/06/2019,62,14,6,2019
04/06/2019,63,56,6,2019
03/06/2019,63,16,6,2019
01/06/2019,63,16,6,2019
31/05/2019,66,78,5,2019
30/05/2019,69,55,5,2019
29/05/2019,70,64,5,2019
28/05/2019,70,19,5,2019
27/05/2019,67,98,5,2019
24/05/2019,67,98,5,2019
23/05/2019,68,37,5,2019
22/05/2019,71,94,5,2019
21/05/2019,72,94,5,2019
20/05/2019,73,21,5,2019
17/05/2019,73,94,5,2019
16/05/2019,74,7,5,2019
15/05/2019,73,09,5,2019
14/05/2019,72,53,5,2019
13/05/2019,72,35,5,2019
10/05/2019,71,63,5,2019
09/05/2019,70,61,5,2019
08/05/2019,71,09,5,2019
07/05/2019,70,98,5,2019
06/05/2019,71,95,5,2019
03/05/2019,71,95,5,2019
02/05/2019,70,56,5,2019
01/05/2019,72,01,5,2019
30/04/2019,72,19,4,2019
29/04/2019,71,22,4,2019
26/04/2019,71,03,4,2019
25/04/2019,74,94,4,2019
24/04/2019,73,59,4,2019
23/04/2019,74,39,4,2019
18/04/2019,70,71,4,2019
17/04/2019,71,14,4,2019
16/04/2019,70,74,4,2019
15/04/2019,70,9,4,2019
12/04/2019,71,57,4,2019
11/04/2019,71,3,4,2019
10/04/2019,71,63,4,2019
09/04/2019,71,02,4,2019
08/04/2019,71,12,4,2019
05/04/2019,69,93,4,2019
04/04/2019,69,8,4,2019
03/04/2019,69,21,4,2019
02/04/2019,69,68,4,2019
01/04/2019,69,08,4,2019
29/03/2019,67,93,3,2019
28/03/2019,66,08,3,2019
27/03/2019,67,35,3,2019
26/03/2019,67,51,3,2019
25/03/2019,67,37,3,2019
22/03/2019,66,29,3,2019
21/03/2019,68,3,3,2019
20/03/2019,68,35,3,2019
19/03/2019,67,13,3,2019
18/03/2019,66,65,3,2019
15/03/2019,66,11,3,2019
14/03/2019,66,18,3,2019
13/03/2019,65,89,3,2019
12/03/2019,65,33,3,2019
11/03/2019,65,06,3,2019
08/03/2019,65,66,3,2019
07/03/2019,64,82,3,2019
06/03/2019,64,51,3,2019
05/03/2019,64,24,3,2019
04/03/2019,64,44,3,2019
01/03/2019,63,71,3,2019
28/02/2019,65,03,2,2019
27/02/2019,65,55,2,2019
26/02/2019,64,51,2,2019
25/02/2019,64,02,2,2019
22/02/2019,66,91,2,2019
21/02/2019,66,91,2,2019
20/02/2019,66,82,2,2019
19/02/2019,65,86,2,2019
18/02/2019,66,41,2,2019
16/02/2019,65,65,2,2019
15/02/2019,64,2,2019
14/02/2019,63,27,2,2019
13/02/2019,62,58,2,2019
12/02/2019,61,3,2,2019
11/02/2019,61,3,2,2019
09/02/2019,61,37,2,2019
08/02/2019,61,01,2,2019
07/02/2019,62,22,2,2019
06/02/2019,61,67,2,2019
05/02/2019,62,26,2,2019
04/02/2019,62,26,2,2019
02/02/2019,61,86,2,2019
01/02/2019,62,46,2,2019
31/01/2019,61,89,1,2019
30/01/2019,60,98,1,2019
29/01/2019,59,71,1,2019
28/01/2019,59,71,1,2019
26/01/2019,61,49,1,2019
25/01/2019,61,09,1,2019
24/01/2019,61,05,1,2019
23/01/2019,60,9,1,2019
22/01/2019,62,18,1,2019
21/01/2019,62,18,1,2019
19/01/2019,62,04,1,2019
18/01/2019,59,85,1,2019
17/01/2019,59,81,1,2019
16/01/2019,58,65,1,2019
15/01/2019,58,8,1,2019
14/01/2019,58,8,1,2019
12/01/2019,59,24,1,2019
11/01/2019,60,47,1,2019
10/01/2019,59,46,1,2019
09/01/2019,56,91,1,2019
08/01/2019,57,1,1,2019
07/01/2019,57,1,1,2019
05/01/2019,55,64,1,2019
04/01/2019,53,23,1,2019
03/01/2019,54,06,1,2019
02/01/2019,54,06,1,2019
29/12/2018,50,57,12,2018
28/12/2018,51,49,12,2018
27/12/2018,51,49,12,2018
22/12/2018,51,93,12,2018
21/12/2018,52,84,12,2018
20/12/2018,55,6,12,2018
19/12/2018,55,26,12,2018
18/12/2018,57,59,12,2018
17/12/2018,57,59,12,2018
15/12/2018,58,56,12,2018
14/12/2018,59,03,12,2018
13/12/2018,59,94,12,2018
12/12/2018,59,73,12,2018
11/12/2018,60,29,12,2018
10/12/2018,60,29,12,2018
08/12/2018,61,71,12,2018
07/12/2018,57,83,12,2018
06/12/2018,61,4,12,2018
05/12/2018,61,22,12,2018
04/12/2018,60,17,12,2018
03/12/2018,60,17,12,2018
01/12/2018,57,71,12,2018
30/11/2018,58,29,11,2018
29/11/2018,57,97,11,2018
28/11/2018,59,58,11,2018
27/11/2018,59,7,11,2018
26/11/2018,59,7,11,2018
24/11/2018,57,69,11,2018
23/11/2018,61,11,11,2018
22/11/2018,61,65,11,2018
21/11/2018,61,5,11,2018
20/11/2018,64,14,11,2018
19/11/2018,64,14,11,2018
17/11/2018,65,29,11,2018
16/11/2018,65,61,11,2018
15/11/2018,64,88,11,2018
14/11/2018,65,45,11,2018
13/11/2018,69,81,11,2018
12/11/2018,69,81,11,2018
10/11/2018,69,01,11,2018
09/11/2018,69,29,11,2018
08/11/2018,70,1,11,2018
07/11/2018,70,64,11,2018
06/11/2018,72,68,11,2018
05/11/2018,72,68,11,2018
03/11/2018,71,11,11,2018
02/11/2018,71,25,11,2018
01/11/2018,74,84,11,2018
31/10/2018,75,68,10,2018
30/10/2018,77,56,10,2018
29/10/2018,77,56,10,2018
27/10/2018,77,4,10,2018
26/10/2018,77,3,10,2018
25/10/2018,77,34,10,2018
24/10/2018,78,67,10,2018
23/10/2018,80,45,10,2018
22/10/2018,80,45,10,2018
20/10/2018,80,38,10,2018
19/10/2018,80,3,10,2018
18/10/2018,79,91,10,2018
17/10/2018,80,53,10,2018
16/10/2018,80,91,10,2018
15/10/2018,80,91,10,2018
13/10/2018,80,71,10,2018
12/10/2018,81,35,10,2018
11/10/2018,83,82,10,2018
10/10/2018,85,16,10,2018
09/10/2018,84,22,10,2018
08/10/2018,85,16,10,2018
07/10/2018,84,22,10,2018
06/10/2018,85,12,10,2018
05/10/2018,86,07,10,2018
04/10/2018,85,45,10,2018
03/10/2018,85,63,10,2018
02/10/2018,84,94,10,2018
01/10/2018,84,94,10,2018
29/09/2018,82,72,9,2018
28/09/2018,81,54,9,2018
27/09/2018,81,87,9,2018
26/09/2018,82,21,9,2018
25/09/2018,80,89,9,2018
24/09/2018,80,89,9,2018
22/09/2018,78,9,9,2018
21/09/2018,79,03,9,2018
20/09/2018,79,43,9,2018
19/09/2018,79,25,9,2018
18/09/2018,78,22,9,2018
17/09/2018,78,22,9,2018
15/09/2018,77,87,9,2018
14/09/2018,77,66,9,2018
13/09/2018,80,02,9,2018
12/09/2018,78,22,9,2018
11/09/2018,76,77,9,2018
10/09/2018,76,77,9,2018
08/09/2018,75,55,9,2018
07/09/2018,75,67,9,2018
06/09/2018,76,68,9,2018
05/09/2018,77,51,9,2018
04/09/2018,77,81,9,2018
03/09/2018,77,81,9,2018
01/09/2018,76,94,9,2018
31/08/2018,77,05,8,2018
30/08/2018,76,07,8,2018
29/08/2018,75,91,8,2018
28/08/2018,74,41,8,2018
27/08/2018,74,41,8,2018
25/08/2018,74,41,8,2018
24/08/2018,73,73,8,2018
23/08/2018,72,96,8,2018
22/08/2018,71,65,8,2018
21/08/2018,71,11,8,2018
20/08/2018,71,11,8,2018
18/08/2018,70,14,8,2018
17/08/2018,69,21,8,2018
16/08/2018,68,38,8,2018
15/08/2018,70,77,8,2018
14/08/2018,70,62,8,2018
13/08/2018,70,62,8,2018
11/08/2018,71,8,2018
10/08/2018,70,55,8,2018
09/08/2018,70,71,8,2018
08/08/2018,72,31,8,2018
07/08/2018,72,51,8,2018
06/08/2018,72,51,8,2018
04/08/2018,72,48,8,2018
03/08/2018,72,95,8,2018
02/08/2018,72,28,8,2018
01/08/2018,74,16,8,2018
31/07/2018,74,99,7,2018
30/07/2018,74,99,7,2018
28/07/2018,74,84,7,2018
27/07/2018,74,51,7,2018
26/07/2018,73,67,7,2018
25/07/2018,73,53,7,2018
24/07/2018,73,45,7,2018
23/07/2018,73,45,7,2018
21/07/2018,71,99,7,2018
20/07/2018,71,94,7,2018
19/07/2018,70,52,7,2018
18/07/2018,70,87,7,2018
17/07/2018,71,03,7,2018
16/07/2018,71,03,7,2018
14/07/2018,74,11,7,2018
13/07/2018,72,11,7,2018
12/07/2018,75,35,7,2018
11/07/2018,77,8,7,2018
10/07/2018,77,08,7,2018
09/07/2018,77,08,7,2018
07/07/2018,74,98,7,2018
06/07/2018,77,09,7,2018
05/07/2018,76,99,7,2018
04/07/2018,75,87,7,2018
03/07/2018,76,71,7,2018
02/07/2018,76,71,7,2018
30/06/2018,77,44,6,2018
29/06/2018,76,26,6,2018
28/06/2018,76,09,6,2018
27/06/2018,73,58,6,2018
26/06/2018,72,82,6,2018
25/06/2018,72,82,6,2018
23/06/2018,73,67,6,2018
22/06/2018,72,87,6,2018
21/06/2018,74,25,6,2018
20/06/2018,74,92,6,2018
19/06/2018,74,87,6,2018
18/06/2018,74,87,6,2018
16/06/2018,72,02,6,2018
15/06/2018,74,77,6,2018
14/06/2018,75,07,6,2018
13/06/2018,74,86,6,2018
12/06/2018,74,58,6,2018
11/06/2018,74,58,6,2018
09/06/2018,75,11,6,2018
08/06/2018,75,23,6,2018
07/06/2018,73,23,6,2018
06/06/2018,72,91,6,2018
05/06/2018,73,41,6,2018
04/06/2018,73,41,6,2018
02/06/2018,74,54,6,2018
01/06/2018,76,45,6,2018
31/05/2018,75,89,5,2018
30/05/2018,74,51,5,2018
29/05/2018,74,51,5,2018
26/05/2018,76,6,5,2018
25/05/2018,78,9,5,2018
24/05/2018,78,69,5,2018
23/05/2018,80,42,5,2018
22/05/2018,78,34,5,2018
21/05/2018,78,34,5,2018
19/05/2018,78,38,5,2018
18/05/2018,80,09,5,2018
17/05/2018,78,19,5,2018
16/05/2018,78,94,5,2018
15/05/2018,78,17,5,2018
14/05/2018,78,17,5,2018
12/05/2018,77,37,5,2018
11/05/2018,77,59,5,2018
10/05/2018,77,6,5,2018
09/05/2018,74,16,5,2018
08/05/2018,74,75,5,2018
07/05/2018,74,75,5,2018
05/05/2018,74,75,5,2018
04/05/2018,73,45,5,2018
03/05/2018,73,14,5,2018
02/05/2018,74,85,5,2018
01/05/2018,75,92,5,2018
30/04/2018,75,92,4,2018
28/04/2018,75,33,4,2018
27/04/2018,75,39,4,2018
26/04/2018,73,79,4,2018
25/04/2018,75,86,4,2018
24/04/2018,74,54,4,2018
23/04/2018,74,54,4,2018
21/04/2018,74,62,4,2018
20/04/2018,74,85,4,2018
19/04/2018,73,73,4,2018
18/04/2018,71,71,4,2018
17/04/2018,72,05,4,2018
16/04/2018,72,05,4,2018
14/04/2018,73,18,4,2018
13/04/2018,71,44,4,2018
12/04/2018,72,74,4,2018
11/04/2018,70,67,4,2018
10/04/2018,68,19,4,2018
09/04/2018,68,19,4,2018
07/04/2018,66,51,4,2018
06/04/2018,66,54,4,2018
05/04/2018,66,04,4,2018
04/04/2018,69,02,4,2018
03/04/2018,69,02,4,2018
30/03/2018,69,02,3,2018
29/03/2018,68,13,3,2018
28/03/2018,68,63,3,2018
27/03/2018,68,81,3,2018
26/03/2018,68,81,3,2018
24/03/2018,69,03,3,2018
23/03/2018,68,98,3,2018
22/03/2018,68,15,3,2018
21/03/2018,66,3,2018
20/03/2018,64,82,3,2018
19/03/2018,64,82,3,2018
17/03/2018,64,68,3,2018
16/03/2018,63,67,3,2018
15/03/2018,63,61,3,2018
14/03/2018,64,2,3,2018
13/03/2018,64,53,3,2018
12/03/2018,64,53,3,2018
10/03/2018,65,19,3,2018
09/03/2018,63,87,3,2018
08/03/2018,65,09,3,2018
07/03/2018,65,67,3,2018
06/03/2018,65,78,3,2018
05/03/2018,65,78,3,2018
03/03/2018,64,26,3,2018
02/03/2018,64,23,3,2018
01/03/2018,66,08,3,2018
28/02/2018,67,59,2,2018
27/02/2018,67,96,2,2018
26/02/2018,67,96,2,2018
24/02/2018,67,04,2,2018
23/02/2018,66,12,2,2018
22/02/2018,64,81,2,2018
21/02/2018,64,68,2,2018
20/02/2018,64,95,2,2018
19/02/2018,64,95,2,2018
18/02/2018,64,3,2,2018
17/02/2018,62,86,2,2018
16/02/2018,62,29,2,2018
15/02/2018,61,94,2,2018
14/02/2018,62,2,2,2018
13/02/2018,61,94,2,2018
12/02/2018,62,2,2,2018
11/02/2018,63,04,2,2018
10/02/2018,64,26,2,2018
09/02/2018,65,74,2,2018
08/02/2018,66,75,2,2018
07/02/2018,67,69,2,2018
06/02/2018,66,75,2,2018
05/02/2018,67,69,2,2018
04/02/2018,67,45,2,2018
03/02/2018,68,6,2,2018
02/02/2018,67,78,2,2018
01/02/2018,67,78,2,2018
31/01/2018,68,41,1,2018
30/01/2018,67,78,1,2018
29/01/2018,68,41,1,2018
28/01/2018,70,08,1,2018
27/01/2018,71,08,1,2018
26/01/2018,69,91,1,2018
25/01/2018,69,81,1,2018
24/01/2018,69,32,1,2018
23/01/2018,69,81,1,2018
22/01/2018,69,32,1,2018
21/01/2018,68,56,1,2018
20/01/2018,69,48,1,2018
19/01/2018,69,19,1,2018
18/01/2018,69,4,1,2018
17/01/2018,70,31,1,2018
16/01/2018,69,4,1,2018
15/01/2018,70,31,1,2018
14/01/2018,69,64,1,2018
13/01/2018,70,36,1,2018
12/01/2018,69,79,1,2018
11/01/2018,69,08,1,2018
10/01/2018,68,48,1,2018
09/01/2018,69,08,1,2018
08/01/2018,68,48,1,2018
07/01/2018,68,01,1,2018
06/01/2018,68,73,1,2018
05/01/2018,67,85,1,2018
04/01/2018,66,65,1,2018
03/01/2018,66,65,1,2018
02/01/2018,66,65,1,2018
01/01/2018,66,65,1,2018
31/12/2017,66,73,12,2017
30/12/2017,66,8,12,2017
29/12/2017,66,03,12,2017
28/12/2017,64,61,12,2017
27/12/2017,66,03,12,2017
26/12/2017,64,61,12,2017
24/12/2017,64,61,12,2017
23/12/2017,64,64,12,2017
22/12/2017,64,43,12,2017
21/12/2017,63,69,12,2017
20/12/2017,64,45,12,2017
19/12/2017,63,69,12,2017
18/12/2017,64,45,12,2017
17/12/2017,63,81,12,2017
16/12/2017,63,72,12,2017
15/12/2017,63,66,12,2017
14/12/2017,64,96,12,2017
13/12/2017,65,62,12,2017
12/12/2017,64,96,12,2017
11/12/2017,65,62,12,2017
10/12/2017,63,86,12,2017
09/12/2017,62,37,12,2017
08/12/2017,62,25,12,2017
07/12/2017,63,45,12,2017
06/12/2017,63,45,12,2017
05/12/2017,63,45,12,2017
04/12/2017,63,45,12,2017
03/12/2017,64,57,12,2017
02/12/2017,63,53,12,2017
01/12/2017,63,74,12,2017
30/11/2017,63,56,11,2017
29/11/2017,63,25,11,2017
28/11/2017,63,56,11,2017
27/11/2017,63,25,11,2017
26/11/2017,63,58,11,2017
25/11/2017,63,27,11,2017
24/11/2017,62,92,11,2017
23/11/2017,62,28,11,2017
22/11/2017,61,34,11,2017
21/11/2017,62,28,11,2017
20/11/2017,61,34,11,2017
19/11/2017,61,34,11,2017
18/11/2017,61,18,11,2017
17/11/2017,61,25,11,2017
16/11/2017,60,91,11,2017
15/11/2017,62,94,11,2017
14/11/2017,60,91,11,2017
13/11/2017,62,94,11,2017
12/11/2017,64,35,11,2017
11/11/2017,64,49,11,2017
10/11/2017,63,96,11,2017
09/11/2017,64,36,11,2017
08/11/2017,64,27,11,2017
07/11/2017,64,36,11,2017
06/11/2017,64,27,11,2017
05/11/2017,61,42,11,2017
04/11/2017,60,79,11,2017
03/11/2017,60,98,11,2017
02/11/2017,61,35,11,2017
01/11/2017,60,65,11,2017
31/10/2017,61,35,10,2017
